id_tiempo,dia,mes,anio,estacion
5012048,5,1,2048,Verano
6012048,6,1,2048,Verano
7012048,7,1,2048,Verano
8012048,8,1,2048,Verano
9012048,9,1,2048,Verano
10012048,10,1,2048,Verano
11012048,11,1,2048,Verano
12012048,12,1,2048,Verano
13012048,13,1,2048,Verano
14012048,14,1,2048,Verano
15012048,15,1,2048,Verano
16012048,16,1,2048,Verano
17012048,17,1,2048,Verano
18012048,18,1,2048,Verano
19012048,19,1,2048,Verano
20012048,20,1,2048,Verano
21012048,21,1,2048,Verano
22012048,22,1,2048,Verano
23012048,23,1,2048,Verano
24012048,24,1,2048,Verano
25012048,25,1,2048,Verano
26012048,26,1,2048,Verano
27012048,27,1,2048,Verano
28012048,28,1,2048,Verano
29012048,29,1,2048,Verano
30012048,30,1,2048,Verano
31012048,31,1,2048,Verano
1022048,1,2,2048,Verano
2022048,2,2,2048,Verano
3022048,3,2,2048,Verano
4022048,4,2,2048,Verano
5022048,5,2,2048,Verano
6022048,6,2,2048,Verano
7022048,7,2,2048,Verano
8022048,8,2,2048,Verano
9022048,9,2,2048,Verano
10022048,10,2,2048,Verano
11022048,11,2,2048,Verano
12022048,12,2,2048,Verano
13022048,13,2,2048,Verano
14022048,14,2,2048,Verano
15022048,15,2,2048,Verano
16022048,16,2,2048,Verano
17022048,17,2,2048,Verano
18022048,18,2,2048,Verano
19022048,19,2,2048,Verano
20022048,20,2,2048,Verano
21022048,21,2,2048,Verano
22022048,22,2,2048,Verano
23022048,23,2,2048,Verano
24022048,24,2,2048,Verano
25022048,25,2,2048,Verano
26022048,26,2,2048,Verano
27022048,27,2,2048,Verano
28022048,28,2,2048,Verano
29022048,29,2,2048,Verano
1032048,1,3,2048,Otoño
2032048,2,3,2048,Otoño
3032048,3,3,2048,Otoño
4032048,4,3,2048,Otoño
5032048,5,3,2048,Otoño
6032048,6,3,2048,Otoño
7032048,7,3,2048,Otoño
8032048,8,3,2048,Otoño
9032048,9,3,2048,Otoño
10032048,10,3,2048,Otoño
11032048,11,3,2048,Otoño
12032048,12,3,2048,Otoño
13032048,13,3,2048,Otoño
14032048,14,3,2048,Otoño
15032048,15,3,2048,Otoño
16032048,16,3,2048,Otoño
17032048,17,3,2048,Otoño
18032048,18,3,2048,Otoño
19032048,19,3,2048,Otoño
20032048,20,3,2048,Otoño
21032048,21,3,2048,Otoño
22032048,22,3,2048,Otoño
23032048,23,3,2048,Otoño
24032048,24,3,2048,Otoño
25032048,25,3,2048,Otoño
26032048,26,3,2048,Otoño
27032048,27,3,2048,Otoño
28032048,28,3,2048,Otoño
29032048,29,3,2048,Otoño
30032048,30,3,2048,Otoño
31032048,31,3,2048,Otoño
1042048,1,4,2048,Otoño
2042048,2,4,2048,Otoño
3042048,3,4,2048,Otoño
4042048,4,4,2048,Otoño
5042048,5,4,2048,Otoño
6042048,6,4,2048,Otoño
7042048,7,4,2048,Otoño
8042048,8,4,2048,Otoño
9042048,9,4,2048,Otoño
10042048,10,4,2048,Otoño
11042048,11,4,2048,Otoño
12042048,12,4,2048,Otoño
13042048,13,4,2048,Otoño
14042048,14,4,2048,Otoño
15042048,15,4,2048,Otoño
16042048,16,4,2048,Otoño
17042048,17,4,2048,Otoño
18042048,18,4,2048,Otoño
19042048,19,4,2048,Otoño
20042048,20,4,2048,Otoño
21042048,21,4,2048,Otoño
22042048,22,4,2048,Otoño
23042048,23,4,2048,Otoño
24042048,24,4,2048,Otoño
25042048,25,4,2048,Otoño
26042048,26,4,2048,Otoño
27042048,27,4,2048,Otoño
28042048,28,4,2048,Otoño
29042048,29,4,2048,Otoño
30042048,30,4,2048,Otoño
1052048,1,5,2048,Otoño
2052048,2,5,2048,Otoño
3052048,3,5,2048,Otoño
4052048,4,5,2048,Otoño
5052048,5,5,2048,Otoño
6052048,6,5,2048,Otoño
7052048,7,5,2048,Otoño
8052048,8,5,2048,Otoño
9052048,9,5,2048,Otoño
10052048,10,5,2048,Otoño
11052048,11,5,2048,Otoño
12052048,12,5,2048,Otoño
13052048,13,5,2048,Otoño
14052048,14,5,2048,Otoño
15052048,15,5,2048,Otoño
16052048,16,5,2048,Otoño
17052048,17,5,2048,Otoño
18052048,18,5,2048,Otoño
19052048,19,5,2048,Otoño
20052048,20,5,2048,Otoño
21052048,21,5,2048,Otoño
22052048,22,5,2048,Otoño
23052048,23,5,2048,Otoño
24052048,24,5,2048,Otoño
25052048,25,5,2048,Otoño
26052048,26,5,2048,Otoño
27052048,27,5,2048,Otoño
28052048,28,5,2048,Otoño
29052048,29,5,2048,Otoño
30052048,30,5,2048,Otoño
31052048,31,5,2048,Otoño
1062048,1,6,2048,Invierno
2062048,2,6,2048,Invierno
3062048,3,6,2048,Invierno
4062048,4,6,2048,Invierno
5062048,5,6,2048,Invierno
6062048,6,6,2048,Invierno
7062048,7,6,2048,Invierno
8062048,8,6,2048,Invierno
9062048,9,6,2048,Invierno
10062048,10,6,2048,Invierno
11062048,11,6,2048,Invierno
12062048,12,6,2048,Invierno
13062048,13,6,2048,Invierno
14062048,14,6,2048,Invierno
15062048,15,6,2048,Invierno
16062048,16,6,2048,Invierno
17062048,17,6,2048,Invierno
18062048,18,6,2048,Invierno
19062048,19,6,2048,Invierno
20062048,20,6,2048,Invierno
21062048,21,6,2048,Invierno
22062048,22,6,2048,Invierno
23062048,23,6,2048,Invierno
24062048,24,6,2048,Invierno
25062048,25,6,2048,Invierno
26062048,26,6,2048,Invierno
27062048,27,6,2048,Invierno
28062048,28,6,2048,Invierno
29062048,29,6,2048,Invierno
30062048,30,6,2048,Invierno
1072048,1,7,2048,Invierno
2072048,2,7,2048,Invierno
3072048,3,7,2048,Invierno
4072048,4,7,2048,Invierno
5072048,5,7,2048,Invierno
6072048,6,7,2048,Invierno
7072048,7,7,2048,Invierno
8072048,8,7,2048,Invierno
9072048,9,7,2048,Invierno
10072048,10,7,2048,Invierno
11072048,11,7,2048,Invierno
12072048,12,7,2048,Invierno
13072048,13,7,2048,Invierno
14072048,14,7,2048,Invierno
15072048,15,7,2048,Invierno
16072048,16,7,2048,Invierno
17072048,17,7,2048,Invierno
18072048,18,7,2048,Invierno
19072048,19,7,2048,Invierno
20072048,20,7,2048,Invierno
21072048,21,7,2048,Invierno
22072048,22,7,2048,Invierno
23072048,23,7,2048,Invierno
24072048,24,7,2048,Invierno
25072048,25,7,2048,Invierno
26072048,26,7,2048,Invierno
27072048,27,7,2048,Invierno
28072048,28,7,2048,Invierno
29072048,29,7,2048,Invierno
30072048,30,7,2048,Invierno
31072048,31,7,2048,Invierno
1082048,1,8,2048,Invierno
2082048,2,8,2048,Invierno
3082048,3,8,2048,Invierno
4082048,4,8,2048,Invierno
5082048,5,8,2048,Invierno
6082048,6,8,2048,Invierno
7082048,7,8,2048,Invierno
8082048,8,8,2048,Invierno
9082048,9,8,2048,Invierno
10082048,10,8,2048,Invierno
11082048,11,8,2048,Invierno
12082048,12,8,2048,Invierno
13082048,13,8,2048,Invierno
14082048,14,8,2048,Invierno
15082048,15,8,2048,Invierno
16082048,16,8,2048,Invierno
17082048,17,8,2048,Invierno
18082048,18,8,2048,Invierno
19082048,19,8,2048,Invierno
20082048,20,8,2048,Invierno
21082048,21,8,2048,Invierno
22082048,22,8,2048,Invierno
23082048,23,8,2048,Invierno
24082048,24,8,2048,Invierno
25082048,25,8,2048,Invierno
26082048,26,8,2048,Invierno
27082048,27,8,2048,Invierno
28082048,28,8,2048,Invierno
29082048,29,8,2048,Invierno
30082048,30,8,2048,Invierno
31082048,31,8,2048,Invierno
1092048,1,9,2048,Primavera
2092048,2,9,2048,Primavera
3092048,3,9,2048,Primavera
4092048,4,9,2048,Primavera
5092048,5,9,2048,Primavera
6092048,6,9,2048,Primavera
7092048,7,9,2048,Primavera
8092048,8,9,2048,Primavera
9092048,9,9,2048,Primavera
10092048,10,9,2048,Primavera
11092048,11,9,2048,Primavera
12092048,12,9,2048,Primavera
13092048,13,9,2048,Primavera
14092048,14,9,2048,Primavera
15092048,15,9,2048,Primavera
16092048,16,9,2048,Primavera
17092048,17,9,2048,Primavera
18092048,18,9,2048,Primavera
19092048,19,9,2048,Primavera
20092048,20,9,2048,Primavera
21092048,21,9,2048,Primavera
22092048,22,9,2048,Primavera
23092048,23,9,2048,Primavera
24092048,24,9,2048,Primavera
25092048,25,9,2048,Primavera
26092048,26,9,2048,Primavera
27092048,27,9,2048,Primavera
28092048,28,9,2048,Primavera
29092048,29,9,2048,Primavera
30092048,30,9,2048,Primavera
1102048,1,10,2048,Primavera
2102048,2,10,2048,Primavera
3102048,3,10,2048,Primavera
4102048,4,10,2048,Primavera
5102048,5,10,2048,Primavera
6102048,6,10,2048,Primavera
7102048,7,10,2048,Primavera
8102048,8,10,2048,Primavera
9102048,9,10,2048,Primavera
10102048,10,10,2048,Primavera
11102048,11,10,2048,Primavera
12102048,12,10,2048,Primavera
13102048,13,10,2048,Primavera
14102048,14,10,2048,Primavera
15102048,15,10,2048,Primavera
16102048,16,10,2048,Primavera
17102048,17,10,2048,Primavera
18102048,18,10,2048,Primavera
19102048,19,10,2048,Primavera
20102048,20,10,2048,Primavera
21102048,21,10,2048,Primavera
22102048,22,10,2048,Primavera
23102048,23,10,2048,Primavera
24102048,24,10,2048,Primavera
25102048,25,10,2048,Primavera
26102048,26,10,2048,Primavera
27102048,27,10,2048,Primavera
28102048,28,10,2048,Primavera
29102048,29,10,2048,Primavera
30102048,30,10,2048,Primavera
31102048,31,10,2048,Primavera
1112048,1,11,2048,Primavera
2112048,2,11,2048,Primavera
3112048,3,11,2048,Primavera
4112048,4,11,2048,Primavera
5112048,5,11,2048,Primavera
6112048,6,11,2048,Primavera
7112048,7,11,2048,Primavera
8112048,8,11,2048,Primavera
9112048,9,11,2048,Primavera
10112048,10,11,2048,Primavera
11112048,11,11,2048,Primavera
12112048,12,11,2048,Primavera
13112048,13,11,2048,Primavera
14112048,14,11,2048,Primavera
15112048,15,11,2048,Primavera
16112048,16,11,2048,Primavera
17112048,17,11,2048,Primavera
18112048,18,11,2048,Primavera
19112048,19,11,2048,Primavera
20112048,20,11,2048,Primavera
21112048,21,11,2048,Primavera
22112048,22,11,2048,Primavera
23112048,23,11,2048,Primavera
24112048,24,11,2048,Primavera
25112048,25,11,2048,Primavera
26112048,26,11,2048,Primavera
27112048,27,11,2048,Primavera
28112048,28,11,2048,Primavera
29112048,29,11,2048,Primavera
30112048,30,11,2048,Primavera
1122048,1,12,2048,Verano
2122048,2,12,2048,Verano
3122048,3,12,2048,Verano
4122048,4,12,2048,Verano
5122048,5,12,2048,Verano
6122048,6,12,2048,Verano
7122048,7,12,2048,Verano
8122048,8,12,2048,Verano
9122048,9,12,2048,Verano
10122048,10,12,2048,Verano
11122048,11,12,2048,Verano
12122048,12,12,2048,Verano
13122048,13,12,2048,Verano
14122048,14,12,2048,Verano
15122048,15,12,2048,Verano
16122048,16,12,2048,Verano
17122048,17,12,2048,Verano
18122048,18,12,2048,Verano
19122048,19,12,2048,Verano
20122048,20,12,2048,Verano
21122048,21,12,2048,Verano
22122048,22,12,2048,Verano
23122048,23,12,2048,Verano
24122048,24,12,2048,Verano
25122048,25,12,2048,Verano
26122048,26,12,2048,Verano
27122048,27,12,2048,Verano
28122048,28,12,2048,Verano
29122048,29,12,2048,Verano
30122048,30,12,2048,Verano
31122048,31,12,2048,Verano
1012049,1,1,2049,Verano
2012049,2,1,2049,Verano
3012049,3,1,2049,Verano
4012049,4,1,2049,Verano
5012049,5,1,2049,Verano
6012049,6,1,2049,Verano
7012049,7,1,2049,Verano
8012049,8,1,2049,Verano
9012049,9,1,2049,Verano
10012049,10,1,2049,Verano
11012049,11,1,2049,Verano
12012049,12,1,2049,Verano
13012049,13,1,2049,Verano
14012049,14,1,2049,Verano
15012049,15,1,2049,Verano
16012049,16,1,2049,Verano
17012049,17,1,2049,Verano
18012049,18,1,2049,Verano
19012049,19,1,2049,Verano
20012049,20,1,2049,Verano
21012049,21,1,2049,Verano
22012049,22,1,2049,Verano
23012049,23,1,2049,Verano
24012049,24,1,2049,Verano
25012049,25,1,2049,Verano
26012049,26,1,2049,Verano
27012049,27,1,2049,Verano
28012049,28,1,2049,Verano
29012049,29,1,2049,Verano
30012049,30,1,2049,Verano
31012049,31,1,2049,Verano
1022049,1,2,2049,Verano
2022049,2,2,2049,Verano
3022049,3,2,2049,Verano
4022049,4,2,2049,Verano
5022049,5,2,2049,Verano
6022049,6,2,2049,Verano
7022049,7,2,2049,Verano
8022049,8,2,2049,Verano
9022049,9,2,2049,Verano
10022049,10,2,2049,Verano
11022049,11,2,2049,Verano
12022049,12,2,2049,Verano
13022049,13,2,2049,Verano
14022049,14,2,2049,Verano
15022049,15,2,2049,Verano
16022049,16,2,2049,Verano
17022049,17,2,2049,Verano
18022049,18,2,2049,Verano
19022049,19,2,2049,Verano
20022049,20,2,2049,Verano
21022049,21,2,2049,Verano
22022049,22,2,2049,Verano
23022049,23,2,2049,Verano
24022049,24,2,2049,Verano
25022049,25,2,2049,Verano
26022049,26,2,2049,Verano
27022049,27,2,2049,Verano
28022049,28,2,2049,Verano
1032049,1,3,2049,Otoño
2032049,2,3,2049,Otoño
3032049,3,3,2049,Otoño
4032049,4,3,2049,Otoño
5032049,5,3,2049,Otoño
6032049,6,3,2049,Otoño
7032049,7,3,2049,Otoño
8032049,8,3,2049,Otoño
9032049,9,3,2049,Otoño
10032049,10,3,2049,Otoño
11032049,11,3,2049,Otoño
12032049,12,3,2049,Otoño
13032049,13,3,2049,Otoño
14032049,14,3,2049,Otoño
15032049,15,3,2049,Otoño
16032049,16,3,2049,Otoño
17032049,17,3,2049,Otoño
18032049,18,3,2049,Otoño
19032049,19,3,2049,Otoño
20032049,20,3,2049,Otoño
21032049,21,3,2049,Otoño
22032049,22,3,2049,Otoño
23032049,23,3,2049,Otoño
24032049,24,3,2049,Otoño
25032049,25,3,2049,Otoño
26032049,26,3,2049,Otoño
27032049,27,3,2049,Otoño
28032049,28,3,2049,Otoño
29032049,29,3,2049,Otoño
30032049,30,3,2049,Otoño
31032049,31,3,2049,Otoño
1042049,1,4,2049,Otoño
2042049,2,4,2049,Otoño
3042049,3,4,2049,Otoño
4042049,4,4,2049,Otoño
5042049,5,4,2049,Otoño
6042049,6,4,2049,Otoño
7042049,7,4,2049,Otoño
8042049,8,4,2049,Otoño
9042049,9,4,2049,Otoño
10042049,10,4,2049,Otoño
11042049,11,4,2049,Otoño
12042049,12,4,2049,Otoño
13042049,13,4,2049,Otoño
14042049,14,4,2049,Otoño
15042049,15,4,2049,Otoño
16042049,16,4,2049,Otoño
17042049,17,4,2049,Otoño
18042049,18,4,2049,Otoño
19042049,19,4,2049,Otoño
20042049,20,4,2049,Otoño
21042049,21,4,2049,Otoño
22042049,22,4,2049,Otoño
23042049,23,4,2049,Otoño
24042049,24,4,2049,Otoño
25042049,25,4,2049,Otoño
26042049,26,4,2049,Otoño
27042049,27,4,2049,Otoño
28042049,28,4,2049,Otoño
29042049,29,4,2049,Otoño
30042049,30,4,2049,Otoño
1052049,1,5,2049,Otoño
2052049,2,5,2049,Otoño
3052049,3,5,2049,Otoño
4052049,4,5,2049,Otoño
5052049,5,5,2049,Otoño
6052049,6,5,2049,Otoño
7052049,7,5,2049,Otoño
8052049,8,5,2049,Otoño
9052049,9,5,2049,Otoño
10052049,10,5,2049,Otoño
11052049,11,5,2049,Otoño
12052049,12,5,2049,Otoño
13052049,13,5,2049,Otoño
14052049,14,5,2049,Otoño
15052049,15,5,2049,Otoño
16052049,16,5,2049,Otoño
17052049,17,5,2049,Otoño
18052049,18,5,2049,Otoño
19052049,19,5,2049,Otoño
20052049,20,5,2049,Otoño
21052049,21,5,2049,Otoño
22052049,22,5,2049,Otoño
23052049,23,5,2049,Otoño
24052049,24,5,2049,Otoño
25052049,25,5,2049,Otoño
26052049,26,5,2049,Otoño
27052049,27,5,2049,Otoño
28052049,28,5,2049,Otoño
29052049,29,5,2049,Otoño
30052049,30,5,2049,Otoño
31052049,31,5,2049,Otoño
1062049,1,6,2049,Invierno
2062049,2,6,2049,Invierno
3062049,3,6,2049,Invierno
4062049,4,6,2049,Invierno
5062049,5,6,2049,Invierno
6062049,6,6,2049,Invierno
7062049,7,6,2049,Invierno
8062049,8,6,2049,Invierno
9062049,9,6,2049,Invierno
10062049,10,6,2049,Invierno
11062049,11,6,2049,Invierno
12062049,12,6,2049,Invierno
13062049,13,6,2049,Invierno
14062049,14,6,2049,Invierno
15062049,15,6,2049,Invierno
16062049,16,6,2049,Invierno
17062049,17,6,2049,Invierno
18062049,18,6,2049,Invierno
19062049,19,6,2049,Invierno
20062049,20,6,2049,Invierno
21062049,21,6,2049,Invierno
22062049,22,6,2049,Invierno
23062049,23,6,2049,Invierno
24062049,24,6,2049,Invierno
25062049,25,6,2049,Invierno
26062049,26,6,2049,Invierno
27062049,27,6,2049,Invierno
28062049,28,6,2049,Invierno
29062049,29,6,2049,Invierno
30062049,30,6,2049,Invierno
1072049,1,7,2049,Invierno
2072049,2,7,2049,Invierno
3072049,3,7,2049,Invierno
4072049,4,7,2049,Invierno
5072049,5,7,2049,Invierno
6072049,6,7,2049,Invierno
7072049,7,7,2049,Invierno
8072049,8,7,2049,Invierno
9072049,9,7,2049,Invierno
10072049,10,7,2049,Invierno
11072049,11,7,2049,Invierno
12072049,12,7,2049,Invierno
13072049,13,7,2049,Invierno
14072049,14,7,2049,Invierno
15072049,15,7,2049,Invierno
16072049,16,7,2049,Invierno
17072049,17,7,2049,Invierno
18072049,18,7,2049,Invierno
19072049,19,7,2049,Invierno
20072049,20,7,2049,Invierno
21072049,21,7,2049,Invierno
22072049,22,7,2049,Invierno
23072049,23,7,2049,Invierno
24072049,24,7,2049,Invierno
25072049,25,7,2049,Invierno
26072049,26,7,2049,Invierno
27072049,27,7,2049,Invierno
28072049,28,7,2049,Invierno
29072049,29,7,2049,Invierno
30072049,30,7,2049,Invierno
31072049,31,7,2049,Invierno
1082049,1,8,2049,Invierno
2082049,2,8,2049,Invierno
3082049,3,8,2049,Invierno
4082049,4,8,2049,Invierno
5082049,5,8,2049,Invierno
6082049,6,8,2049,Invierno
7082049,7,8,2049,Invierno
8082049,8,8,2049,Invierno
9082049,9,8,2049,Invierno
10082049,10,8,2049,Invierno
11082049,11,8,2049,Invierno
12082049,12,8,2049,Invierno
13082049,13,8,2049,Invierno
14082049,14,8,2049,Invierno
15082049,15,8,2049,Invierno
16082049,16,8,2049,Invierno
17082049,17,8,2049,Invierno
18082049,18,8,2049,Invierno
19082049,19,8,2049,Invierno
20082049,20,8,2049,Invierno
21082049,21,8,2049,Invierno
22082049,22,8,2049,Invierno
23082049,23,8,2049,Invierno
24082049,24,8,2049,Invierno
25082049,25,8,2049,Invierno
26082049,26,8,2049,Invierno
27082049,27,8,2049,Invierno
28082049,28,8,2049,Invierno
29082049,29,8,2049,Invierno
30082049,30,8,2049,Invierno
31082049,31,8,2049,Invierno
1092049,1,9,2049,Primavera
2092049,2,9,2049,Primavera
3092049,3,9,2049,Primavera
4092049,4,9,2049,Primavera
5092049,5,9,2049,Primavera
6092049,6,9,2049,Primavera
7092049,7,9,2049,Primavera
8092049,8,9,2049,Primavera
9092049,9,9,2049,Primavera
10092049,10,9,2049,Primavera
11092049,11,9,2049,Primavera
12092049,12,9,2049,Primavera
13092049,13,9,2049,Primavera
14092049,14,9,2049,Primavera
15092049,15,9,2049,Primavera
16092049,16,9,2049,Primavera
17092049,17,9,2049,Primavera
18092049,18,9,2049,Primavera
19092049,19,9,2049,Primavera
20092049,20,9,2049,Primavera
21092049,21,9,2049,Primavera
22092049,22,9,2049,Primavera
23092049,23,9,2049,Primavera
24092049,24,9,2049,Primavera
25092049,25,9,2049,Primavera
26092049,26,9,2049,Primavera
27092049,27,9,2049,Primavera
28092049,28,9,2049,Primavera
29092049,29,9,2049,Primavera
30092049,30,9,2049,Primavera
1102049,1,10,2049,Primavera
2102049,2,10,2049,Primavera
3102049,3,10,2049,Primavera
4102049,4,10,2049,Primavera
5102049,5,10,2049,Primavera
6102049,6,10,2049,Primavera
7102049,7,10,2049,Primavera
8102049,8,10,2049,Primavera
9102049,9,10,2049,Primavera
10102049,10,10,2049,Primavera
11102049,11,10,2049,Primavera
12102049,12,10,2049,Primavera
13102049,13,10,2049,Primavera
14102049,14,10,2049,Primavera
15102049,15,10,2049,Primavera
16102049,16,10,2049,Primavera
17102049,17,10,2049,Primavera
18102049,18,10,2049,Primavera
19102049,19,10,2049,Primavera
20102049,20,10,2049,Primavera
21102049,21,10,2049,Primavera
22102049,22,10,2049,Primavera
23102049,23,10,2049,Primavera
24102049,24,10,2049,Primavera
25102049,25,10,2049,Primavera
26102049,26,10,2049,Primavera
27102049,27,10,2049,Primavera
28102049,28,10,2049,Primavera
29102049,29,10,2049,Primavera
30102049,30,10,2049,Primavera
31102049,31,10,2049,Primavera
1112049,1,11,2049,Primavera
2112049,2,11,2049,Primavera
3112049,3,11,2049,Primavera
4112049,4,11,2049,Primavera
5112049,5,11,2049,Primavera
6112049,6,11,2049,Primavera
7112049,7,11,2049,Primavera
8112049,8,11,2049,Primavera
9112049,9,11,2049,Primavera
10112049,10,11,2049,Primavera
11112049,11,11,2049,Primavera
12112049,12,11,2049,Primavera
13112049,13,11,2049,Primavera
14112049,14,11,2049,Primavera
15112049,15,11,2049,Primavera
16112049,16,11,2049,Primavera
17112049,17,11,2049,Primavera
18112049,18,11,2049,Primavera
19112049,19,11,2049,Primavera
20112049,20,11,2049,Primavera
21112049,21,11,2049,Primavera
22112049,22,11,2049,Primavera
23112049,23,11,2049,Primavera
24112049,24,11,2049,Primavera
25112049,25,11,2049,Primavera
26112049,26,11,2049,Primavera
27112049,27,11,2049,Primavera
28112049,28,11,2049,Primavera
29112049,29,11,2049,Primavera
30112049,30,11,2049,Primavera
1122049,1,12,2049,Verano
2122049,2,12,2049,Verano
3122049,3,12,2049,Verano
4122049,4,12,2049,Verano
5122049,5,12,2049,Verano
6122049,6,12,2049,Verano
7122049,7,12,2049,Verano
8122049,8,12,2049,Verano
9122049,9,12,2049,Verano
10122049,10,12,2049,Verano
11122049,11,12,2049,Verano
12122049,12,12,2049,Verano
13122049,13,12,2049,Verano
14122049,14,12,2049,Verano
15122049,15,12,2049,Verano
16122049,16,12,2049,Verano
17122049,17,12,2049,Verano
18122049,18,12,2049,Verano
19122049,19,12,2049,Verano
20122049,20,12,2049,Verano
21122049,21,12,2049,Verano
22122049,22,12,2049,Verano
23122049,23,12,2049,Verano
24122049,24,12,2049,Verano
25122049,25,12,2049,Verano
26122049,26,12,2049,Verano
27122049,27,12,2049,Verano
28122049,28,12,2049,Verano
29122049,29,12,2049,Verano
30122049,30,12,2049,Verano
31122049,31,12,2049,Verano
1012050,1,1,2050,Verano
2012050,2,1,2050,Verano
3012050,3,1,2050,Verano
4012050,4,1,2050,Verano
5012050,5,1,2050,Verano
6012050,6,1,2050,Verano
7012050,7,1,2050,Verano
8012050,8,1,2050,Verano
9012050,9,1,2050,Verano
10012050,10,1,2050,Verano
11012050,11,1,2050,Verano
12012050,12,1,2050,Verano
13012050,13,1,2050,Verano
14012050,14,1,2050,Verano
15012050,15,1,2050,Verano
16012050,16,1,2050,Verano
17012050,17,1,2050,Verano
18012050,18,1,2050,Verano
19012050,19,1,2050,Verano
20012050,20,1,2050,Verano
21012050,21,1,2050,Verano
22012050,22,1,2050,Verano
23012050,23,1,2050,Verano
24012050,24,1,2050,Verano
25012050,25,1,2050,Verano
26012050,26,1,2050,Verano
27012050,27,1,2050,Verano
28012050,28,1,2050,Verano
29012050,29,1,2050,Verano
30012050,30,1,2050,Verano
31012050,31,1,2050,Verano
1022050,1,2,2050,Verano
2022050,2,2,2050,Verano
3022050,3,2,2050,Verano
4022050,4,2,2050,Verano
5022050,5,2,2050,Verano
6022050,6,2,2050,Verano
7022050,7,2,2050,Verano
8022050,8,2,2050,Verano
9022050,9,2,2050,Verano
10022050,10,2,2050,Verano
11022050,11,2,2050,Verano
12022050,12,2,2050,Verano
13022050,13,2,2050,Verano
14022050,14,2,2050,Verano
15022050,15,2,2050,Verano
16022050,16,2,2050,Verano
17022050,17,2,2050,Verano
18022050,18,2,2050,Verano
19022050,19,2,2050,Verano
20022050,20,2,2050,Verano
21022050,21,2,2050,Verano
22022050,22,2,2050,Verano
23022050,23,2,2050,Verano
24022050,24,2,2050,Verano
25022050,25,2,2050,Verano
26022050,26,2,2050,Verano
27022050,27,2,2050,Verano
28022050,28,2,2050,Verano
1032050,1,3,2050,Otoño
2032050,2,3,2050,Otoño
3032050,3,3,2050,Otoño
4032050,4,3,2050,Otoño
5032050,5,3,2050,Otoño
6032050,6,3,2050,Otoño
7032050,7,3,2050,Otoño
8032050,8,3,2050,Otoño
9032050,9,3,2050,Otoño
10032050,10,3,2050,Otoño
11032050,11,3,2050,Otoño
12032050,12,3,2050,Otoño
13032050,13,3,2050,Otoño
14032050,14,3,2050,Otoño
15032050,15,3,2050,Otoño
16032050,16,3,2050,Otoño
17032050,17,3,2050,Otoño
18032050,18,3,2050,Otoño
19032050,19,3,2050,Otoño
20032050,20,3,2050,Otoño
21032050,21,3,2050,Otoño
22032050,22,3,2050,Otoño
23032050,23,3,2050,Otoño
24032050,24,3,2050,Otoño
25032050,25,3,2050,Otoño
26032050,26,3,2050,Otoño
27032050,27,3,2050,Otoño
28032050,28,3,2050,Otoño
29032050,29,3,2050,Otoño
30032050,30,3,2050,Otoño
31032050,31,3,2050,Otoño
1042050,1,4,2050,Otoño
2042050,2,4,2050,Otoño
3042050,3,4,2050,Otoño
4042050,4,4,2050,Otoño
5042050,5,4,2050,Otoño
6042050,6,4,2050,Otoño
7042050,7,4,2050,Otoño
8042050,8,4,2050,Otoño
9042050,9,4,2050,Otoño
10042050,10,4,2050,Otoño
11042050,11,4,2050,Otoño
12042050,12,4,2050,Otoño
13042050,13,4,2050,Otoño
14042050,14,4,2050,Otoño
15042050,15,4,2050,Otoño
16042050,16,4,2050,Otoño
17042050,17,4,2050,Otoño
18042050,18,4,2050,Otoño
19042050,19,4,2050,Otoño
20042050,20,4,2050,Otoño
21042050,21,4,2050,Otoño
22042050,22,4,2050,Otoño
23042050,23,4,2050,Otoño
24042050,24,4,2050,Otoño
25042050,25,4,2050,Otoño
26042050,26,4,2050,Otoño
27042050,27,4,2050,Otoño
28042050,28,4,2050,Otoño
29042050,29,4,2050,Otoño
30042050,30,4,2050,Otoño
1052050,1,5,2050,Otoño
2052050,2,5,2050,Otoño
3052050,3,5,2050,Otoño
4052050,4,5,2050,Otoño
5052050,5,5,2050,Otoño
6052050,6,5,2050,Otoño
7052050,7,5,2050,Otoño
8052050,8,5,2050,Otoño
9052050,9,5,2050,Otoño
10052050,10,5,2050,Otoño
11052050,11,5,2050,Otoño
12052050,12,5,2050,Otoño
13052050,13,5,2050,Otoño
14052050,14,5,2050,Otoño
15052050,15,5,2050,Otoño
16052050,16,5,2050,Otoño
17052050,17,5,2050,Otoño
18052050,18,5,2050,Otoño
19052050,19,5,2050,Otoño
20052050,20,5,2050,Otoño
21052050,21,5,2050,Otoño
22052050,22,5,2050,Otoño
23052050,23,5,2050,Otoño
24052050,24,5,2050,Otoño
25052050,25,5,2050,Otoño
26052050,26,5,2050,Otoño
27052050,27,5,2050,Otoño
28052050,28,5,2050,Otoño
29052050,29,5,2050,Otoño
30052050,30,5,2050,Otoño
31052050,31,5,2050,Otoño
1062050,1,6,2050,Invierno
2062050,2,6,2050,Invierno
3062050,3,6,2050,Invierno
4062050,4,6,2050,Invierno
5062050,5,6,2050,Invierno
6062050,6,6,2050,Invierno
7062050,7,6,2050,Invierno
8062050,8,6,2050,Invierno
9062050,9,6,2050,Invierno
10062050,10,6,2050,Invierno
